Marca,Nome do Produto,EAN,Preço com Desconto,Preço sem Desconto,Valor do Desconto
GEOLAB GENERICO,Hidrogenotartarato Rivastigmina 3mg com 28 Comprimidos - Geolab Genérico,7899095299917,126.65,223.24,96.59
PHARLAB,DPhar 7.000UI com 30 Cápsulas - Pharlab,7898216367061,46.01,66.25,20.24
ALTHAIA,Cloridrato de Propafenona 150mg com 60 Comprimidos - Althaia Genérico,7898687733624,49.99,52.86,2.87
GROSS,Folia SOP com 30 Sachês de 4g cada - Gross,7892828001627,104.9,104.9,0.0
GROSS,Milde 1000UI com 10ml - Gross,7892828002037,45.9,45.9,0.0
PHARLAB,Clonazepam 2mg com 60 Comprimidos - Pharlab Genérico,7898216361328,12.01,30.9,18.89
PHARLAB,Cortidex Creme com 10g - Pharlab,7898216360949,7.18,12.4,5.22
ACNASE,Xantinon com 20 Cápsulas em Gel - União Química,7896006299721,22.9,22.9,0.0
APSEN,Micpure 50mg com 30 Comrpimidos - Apsen,7896637034760,151.37,174.35,22.98
ACNASE,Zerolac 1000FCC com 10 Comprimidos Mastigáveis - União Química,7896006299790,19.87,24.9,5.03
ACNASE,Vita Supraz A+D+E 3ml - União Química,7896006298762,17.72,19.9,2.18
ACNASE,Bio C Citrus com 10 Comprimidos Efervescentes - União Química Similar,7896006297864,11.69,12.9,1.21
MOMENTA,Citobê-Dexa Injeção 3 Ampolas 1ml e 3 Ampolas 2ml,7891317030070,39.83,44.41,4.58
PHARLAB,Lidocaína Pomada 50mg 25g - Pharlab Genérico,7898216361069,21.83,21.83,0.0
ACHE OTC,Sorine Jet Duo Jato Contínuo - 100ml,7896658047909,48.49,48.49,0.0
PHARLAB,Escopen Composto com 20 Comprimidos - Pharlab,7898216361076,12.97,19.8,6.83
BIOSINTETICA,Zastat 20mg com 10 Comprimidos - Biosintetica,7896658047022,23.0,25.55,2.55
ACNASE,Bio C Kids com 10 Comprimidos Efervescentes - União Química,7896006222767,11.69,12.9,1.21
EUROFARMA RX,Lemont 10mg + 5mg com 14 Comprimidos - Eurofarma,7891317017521,102.92,123.49,20.57
TRESEMME,Flebogenol 50mg com 30 Comprimidos - Metalab,7908645200065,39.9,39.9,0.0
MULTILAB,Multisoro Ad com 30ML - Multilab,7896004782591,3.01,11.1,8.09
MARJAN,Biotta 25Bi com 10 Cápsulas,7896226110349,86.9,86.9,0.0
MARJAN,Calde Max 60 2.000UI com 60 Comprimidos - Marjan,7896226110158,331.9,331.9,0.0
BIOSINTETICA,Totti SL 10mg com 10 Comprimidos Sublinguais - Biosintetica,7896658046520,33.47,37.19,3.72
BIOSINTETICA,Runner Eze 20 + 10mg com 30 Comprimidos - Ache,7896658048593,105.34,122.64,17.3
MULTILAB,Resfegripe Sinus 500mg/30mg com 24 Cápsulas - Multilab,7896472520534,15.99,15.99,0.0
MARJAN,Biotta 25Bi com 30 Cápsulas - Momenta,7896226110356,221.49,221.49,0.0
CIFARMA,Sorozinc Sabor Nautural com 4 Envelopes de 14g - Cifarma,7908020502296,40.9,40.9,0.0
MYRALIS,"Nasoar 0,9% Refil 15 Envelopes + Lavador Nasal",7898430192586,65.9,65.9,0.0
PHARLAB,Adlyv 400mg com 8 Cápsulas - Pharlab,7898216363773,9.66,20.03,10.37
BIOSINTETICA,Comfect 10mg com  30 Comprimidos Revestidos - Ache,7896658046889,59.34,69.81,10.47
BIOSINTETICA,Runner 20mg com 30 Comprimidos Revestidos - Biosintetica,7896658039461,55.08,65.75,10.67
UNIAO QUIMICA GENERICO,Acetilcisteina Xarope Pediátrico 120ml - União Química Genérico,7896006210221,25.91,30.6,4.69
BIOSINTETICA,Runner Eze 10 + 10mg com 30 Comprimidos - Ache,7896658048609,75.43,86.76,11.33
ACHE RX,Famox Suspensão de Uso Oral com 8mg - Ache,7896658048258,93.31,103.68,10.37
BIOSINTETICA,Runner 10mg com 30 Comprimidos - Biosintetica,7896658039478,32.3,35.61,3.31
BIOSINTETICA,Venoxide 450 + 50mg com 30 Comprimidos - Servier,7896658046995,65.19,65.19,0.0
EUROFARMA GENERICO,Hemitartarato de Zolpidem 10mg com 30 Comprimidos - Eurofarma Genérico,7891317018849,16.25,72.88,56.63
PROCTER  GAMBL,Citoneurin 5000 com 30 Comprimidos Revestidos - Procter Gambl,7500435230957,83.84,97.49,13.65
MYRALIS,Mytro 10mg com 20 Comprimidos Sublinguais - Myralis,7898430195099,31.0,38.67,7.67
EUROFARMA OAZ,Hidratante Labial Oaz - 10ml,7891317025618,10.55,16.9,6.35
EUROFARMA GENERICO,Divalproato de Sódio 250mg 30 comprimidos - Eurofarma Genérico,7891317020552,29.91,45.34,15.43
ACHE RX,Vivencia Patch 9mg com 30 Adesivos - Ache,7896658034930,306.45,388.08,81.63
AIRELA,Hidrali Pó Natural com 4 Envelopes - Airela,7894164009510,20.01,26.64,6.63
EUROFARMA RX,Afetus 100mg com 30 Comprimidos - Eurofarma,7891317031190,165.92,206.85,40.93
EUROFARMA RX,Aspi Prev 100mg com 30 Comprimidos - Eurofarma,7891317026431,18.51,23.54,5.03
SIGMA PHARMA RX,Vynaxa 15mg com 42 Comprimidos - Sigma Pharma,7894916515801,57.42,67.34,9.92
BAYER RX,Firialta 10mg com 28 Comprimidos - Bayer,7891106915595,182.5,216.27,33.77
EUROFARMA RX,Prysma 1mg com 30 Comprimidos - Eurofarma,7891317125615,112.37,127.86,15.49
SIGMA PHARMA RX,"Vynaxa 2,5mg com 30 Comprimidos - Sigma Pharma",7896004789446,62.3,73.55,11.25
SUPERA,Renovi B Plus 1ml + 2ml - 6 Âmpolas - Supera,7899420508370,49.1,54.56,5.46
OLVEBRA,Acetilcisteina 40mg/ml 120ml - Vector Nutri Genérico,7898721910035,19.6,19.99,0.39
SIGMA PHARMA RX,Vynaxa 15mg - 30 Comprimidos,7896004789866,39.82,47.72,7.9
MEGALABS,Dersani Hidrogel 150g - Megalabs,7896026172905,137.49,137.49,0.0
EUROFARMA GENERICO,Valsartana 160mg com 30 Comprimidos - Eurofarma Genérico,7891317017033,39.61,66.66,27.05
EUROFARMA GENERICO,"Drospirenona + Etiniles 3mg + 0,02mg com 84 Comprimidos - Eurofarma Genérico",7891317020422,105.47,144.24,38.77
EUROFARMA GENERICO,"Drospirenona + Etiniles 3mg + 0,02mg com 28 Comprimidos - Eurofarma Genérico",7891317020415,42.6,56.56,13.96
MYRALIS,Ketoliv 10mg com 10 Comprimidos - Myralis,7898430195082,16.42,20.9,4.48
SIGMA PHARMA RX,"Vynaxa 2,5mg com 60 Comprimidos - Sigma Pharma",7896004789453,95.61,118.83,23.22
EUROFARMA RX,"Turno XR 6,25mg com 30 Comprimidos - Eurofarma",7891317027209,42.98,53.24,10.26
UNIAO QUIMICA GENOM,Depzel 5mg com 30 Comprimidos - União Químcia,7896006297543,53.26,62.34,9.08
SUPERA,Arcoxia 90mg com 5 Comprimidos - Supera,7897337716925,50.73,58.99,8.26
SUPERA,Azod 50mg com 60 Comprimidos - Supera,7899420508417,55.1,64.07,8.97
SUPERA,Azod 100mg com 30 Comprimidos - Supera,7899420508448,55.1,64.07,8.97
UNIAO QUIMICA GENOM,Depzel 10mg com 30 Comprimidos - União Química,7896006297758,52.81,59.65,6.84
EUROFARMA OAZ,Creme de Ureia 3% OAZ - 150ml,7891317024291,20.53,22.99,2.46
SUPERA,Vivosso Pro com 60 Comprimidos - Supera,7899420501456,254.9,254.9,0.0
EUROFARMA OAZ,Creme de Ureia 10% OAZ - 150ml,7891317024314,31.05,31.05,0.0
PHARLAB,Sinvastatina 20mg com 30 Comprimidos - Pharlab Genérico,7898216366309,6.4,17.12,10.72
TEUTO GENERICO,Atorvastatina Cálcica 20mg com 30 Ccomprimidos - Teuto Genérico,7896112104575,10.36,56.71,46.35
GERMED GENERICO,Trometamol Cetorolaco 10mg com 10 Comprimidos Sublinguais - Germed Genérico,7896004821276,13.46,31.26,17.8
GERMED GENERICO,Cloridrato de Pioglitazona 30mg com 30 Comrpimidos - Germed Genérico,7896004821146,74.8,83.98,9.18
GERMED GENERICO,Cloridrato de Nebivolol 5mg com 30 Comprimidos - Germed Genérico,7896004821122,23.61,55.48,31.87
PHARLAB,Agil-C Kids Morango 30mg com 25 Pastilhas em Gomas - Pharlab,7898216367276,6.38,10.49,4.11
MEDLEY GENERICOS,"Cloridrato de Naratriptana 2,5mg com 4 Comprimidos - Medley Genérico",7891058005481,13.91,16.59,2.68
VITAMEDIC GENERICO,Cloridrato de Metformina 500mg com 30 Comprimidos - Vitamedic Genérico,7898049796106,8.44,8.66,0.22
BIOSINTETICA,Vitalia XR 32mg com 30 Comprimidos de Liberação Prolongada - Ache,7896658046650,57.33,62.21,4.88
GIGITA,Dioplex DH com 60 Comprimidos - Kley Hertz,7896331707281,46.03,94.51,48.48
NEO QUIMICA GENERICO,Vildagliptina 50mg com 60 Comprimidos - Neo Química Genérico,7896714292854,90.12,141.7,51.58
PHARLAB,Farmoxicam 20mg com 10 Cápsulas - Pharlab,7898216362172,10.21,10.49,0.28
PHARLAB,Dicloridrato de Levocetirizina 5mg com 10 Comprimidos - Pharlab Genérico,7898216367016,18.94,37.32,18.38
CIMED,"Nevralpro 11,6mg/g Gel Bisnaga com 60g - Cimed",7896523228563,7.99,20.59,12.6
ACNASE,Varylift 1000mg com 60 Comprimidos Revestidos - União Química,7896006298335,97.34,243.65,146.31
EMS GENERICO,Cloridrato de Donepezila10mg com 30 Comprimidos - Ems Genérico,7896004768298,50.1,169.54,119.44
HEALTH LABS,Hidra Health Natural com 4 Sachês com 28g/ 112g - Health Labs,7908733200007,15.66,19.49,3.83
EUROFARMA RX,Gaba Er 250mg com 30 Comrpimidos - Eurofarma,7891317020507,27.24,32.63,5.39
EUROFARMA OAZ,Creme de Ureia 3% Oaz - 300ml,7891317024307,39.04,39.04,0.0
HEALTH LABS,Hidra Health Água de Coco112g com 4 Sachês com 28g,7908733200052,19.49,19.49,0.0
ACNASE,Varylift 1000mg com 30 Comprimidos Revestidos - União Química,7896006298342,53.91,122.52,68.61
EUROFARMA OAZ,Loção Oaz Castanha da India - 200ml,7891317024345,41.27,41.27,0.0
EUROFARMA OAZ,Creme Oaz Para os Pés - 120ml,7891317024352,29.2,29.2,0.0
NEO QUIMICA SIMILAR,Doralgina com 20 Comprimidos - Neo Química,7896714291024,10.9,28.5,17.6
EMS,FoQ XR 36mg com 30 Comprimidos - Hypera,7896094927827,261.81,297.81,36.0
EMS,Gestamax Gold com 30 Cápsulas - Hypera,7896094927285,99.9,99.9,0.0
PROCTER  GAMBL,Citoneurin Control 1000 com 30 Comprimidos - Procter Gambl,7500435191791,81.66,97.01,15.35
BIOLAB RX,Solly 5mg com 30 Comprimidos Revestidos - Biolab,7896112407638,91.58,112.14,20.56
PROCTER  GAMBL,Citoneurin Control 1000 com 60 Comprimidos - Procter Gambl,7500435225434,142.98,167.69,24.71
EMS,Rinosoro Spray Nasal XT Sic 3% com 50ml - Hypera,7896094928541,34.39,38.21,3.82
EMS,Addera + Move 2.000UI com 30 Sachês - Hypera,7896094927667,237.0,331.9,94.9
EMS,"Persur 2,5mg com 60 Comprimidos - Hypera",7896094928275,79.9,92.96,13.06
EMS,Rinosoro Alto Volume 15 Sachês + Frasco de 120ml - Hypera,7896094930391,46.59,54.17,7.58
EMS,Persur 5mg com 30 Comprimidos - Hypera,7896094928251,82.72,95.46,12.74
EMS,Foq XR 18mg com 30 Comprimidos - Hypera,7896094927834,190.92,216.81,25.89
EMS,Melatonum Complete com 30 Cápsulas - Hypera,7896094929548,82.9,82.9,0.0
AIRELA,Simeticona Gotas 10ml - Airela Genérico,7894164010844,4.36,8.5,4.14
PHILIPS AVENTE,Pack Mamadeira Anti-Cólica 260ml + 125ml + Bico 4 - Rosa,8720689013345,99.9,99.9,0.0
UNIAO QUIMICA GENERICO,Ondansetrona 4mg com 10 Comprimidos - União Química Genérico,7896006297512,8.55,23.96,15.41
SANDOZ GENERICO,Mirtazapina 15mg com 28 Comprimidos Orodispersíveis - Sandoz Genérico,7897595619303,39.84,139.12,99.28
UNIAO QUIMICA GENERICO,Cloridrato de Duloxetina 60mg com 30 Cápsulas - União Química Genérico,7896006297376,88.58,119.68,31.1
BIOLAB RX,Solly10mg com 30 Comprimidos Revestidos - Biolab,7896112407645,116.07,134.43,18.36
SIGMA PHARMA RX,Esomex 20mg com 56 Comprimidos - Sigma Pharma,7894916514019,174.65,194.05,19.4
CIMED,Ressaliv com Gás Lata Sabor Tangerina - 269ml,7897947617766,10.49,10.49,0.0
BESINS,Cystera Plus com com 30 Comprimidos - Besins,7898948648773,176.99,176.99,0.0
CIMED,Ressaliv com Gás Lata Sabor Citrus - 269ml,7897947617759,10.66,10.66,0.0
NATULAB,Dipirona Sódica Gotas com 20ml - Natulab Genérico,7899470808253,4.99,13.29,8.3
CIFARMA,Pyverm 100mg com 6 Comprimidos - Cifarma,7908020502722,33.44,37.64,4.2
MASSIME,Hidrasim Pó Água de Coco com 4 Envelopes de 28G - Màssime,7898722860537,19.49,19.49,0.0
MOMENTA,Ketto 10mg com 10 Comprimidos Sublinguais - Momenta,7891317028794,28.58,33.23,4.65
MOMENTA,Ketto 10mg com 20 Comprimidos - Momenta,7891317028800,57.15,66.45,9.3
MASSIME,HIDRASIM PO NATURAL C/4 ENV 28G,7898722860513,19.49,19.49,0.0
CIMED,Vitamina D 7.000UI com 8 Comprimidos - Cimed,7896523200385,18.9,18.9,0.0
EMS,Addera Max Cal com 30 Comprimidos - Hypera,7896094928572,88.93,103.41,14.48
BIOLAB RX,Doiska 180mcg com 30 Comprimidos - Biolab,7896112403371,110.76,123.07,12.31
CIMED,Vitamina D 7.000UI com 4 Comprimidos - Cimed,7896523200378,8.9,8.9,0.0
BIOLAB RX,Livalo 2mg com 90 Comprimidos - Biolab,7896112407270,198.58,243.5,44.92
EUROFARMA RX,Alta D 15000UI com 10 Cápsulas - Eurofarma,7891317026011,101.88,118.46,16.58
LIBBS,Aartag 90mg com 60 Comprimidos - Libbs,7896094210967,279.93,353.66,73.73
CIMED,Magnazia com 20 Comprimidos Mastigáveis - Cimed,7898075318235,15.83,16.96,1.13
BIOLAB RX,Extrato de Cannabis Promediol 200mg/ml - 30ml,7898994979821,1050.18,1105.45,55.27
CIMED,Alergomine 2mg com 20 Comprimidos - Cimed,7896523201870,9.99,9.99,0.0
VITAFOR,Omegador Memory 1000mg com 60 Cápsulas - Vitafor,7898665435120,109.99,109.99,0.0
UNIAO QUIMICA GENERICO,Cloridrato de Duloxetina 30mg com 30 Cápsulas - União Química Genérico,7896006297406,33.03,61.7,28.67
UNIAO QUIMICA GENERICO,Duloxetina 60mg com 60 Cápsulas - União Química Genérico,7896006297383,140.73,211.4,70.67
NATULAB,Dipirona Sódica 500mg com 30 Comprimidos - Natulab Genérico,7899470808260,11.95,39.99,28.04
SIGMA PHARMA RX,Miogesic Lis 5mg + 125mg com 30 Comprimidos - Sigma Pharma,7896004789491,53.2,60.46,7.26
BIOLAB GENERICO,Hemitrato de Zolpidem 5mg com 30 Comprimidos - Biolab Genérico,7896112406488,45.85,45.85,0.0
BIOLAB GENERICO,Pregabalina 150mg com 30 Cápsulas - Biolab Genérico,7896112406273,42.94,129.83,86.89
BIOLAB GENERICO,Rivaroxabana 15mg com 28 Ccomprimidos - Biolab Genérico,7896112403609,31.25,115.93,84.68
GLOBO,Ibuprofeno 600mg com 10 Cápsulas - Globo Genérico,7899620915756,12.56,21.75,9.19
ACNASE,Leiba 1 Bilhão com 6 Sachê em Pó - União Química,7896006222897,35.37,52.22,16.85
FARMOQUIMICA,"Cherry 2 + 0,03mg com 21 Comprimidos - Farmoquímica",7908134200279,36.43,43.32,6.89
EMS,"Rinosoro XT Sic 0,9% Spray Nasal - 50ml",7896094929210,33.01,36.68,3.67
UNIAO QUIMICA,Xantinon After Citrus - 250ml,7896006299615,10.9,10.9,0.0
UNIAO QUIMICA,Xantinon After Frutas Vermelhas - 250ml,7896006299622,10.9,10.9,0.0
MOMENTA,Motraz 100mg com 30 Comprimidos - Eurofarma,7899640809684,52.54,64.08,11.54
RANBAXY,Cloridrato de Olopatadina 1mg/ml com 5ml - Ranbaxy Genérico,7897076922878,43.04,45.66,2.62
UNIAO QUIMICA,Xantinon After Tangerina - 250ml,7896006299639,10.9,10.9,0.0
GROSS,Triade Mulher com 30 Cápsulas - Gross,7892828001580,46.9,46.9,0.0
PRATI DONADUZZI GENERICO,Tadalafila 20mg com 4 Comprimidos - PratDonaduzzi Genérico,7899547513219,6.26,30.44,24.18
EUROFARMA RX,Voric 10mg com 10 Comprimidos Sublinguais - Eurofarma,7891317028824,28.69,33.23,4.54
EXELTIS,Regenesis Premium com Lipnova com 60 Cápsulas - Exeltis,7908134200712,142.9,142.9,0.0
GEOLAB GENERICO,Dipirona Sódica Suspensão Oral 100ml - Geolab Genérico,7899095230224,14.61,20.89,6.28
MAXINUTRI,Suplemente Alimentar Vitatoon Lucas Neto Vitamina D com 30 Gomas - MaxiNutri,7898593052284,39.9,39.9,0.0
MASSIME,Pantocler Abacaxi - 10ml,7898722860391,11.9,11.99,0.09
AIRELA,Gênova Cabelos e Unhas 60 Comprimidos - Eurofarma,7891317025588,176.99,176.99,0.0
SIGMA PHARMA RX,Lefor 5mg com 30 Comprimidos - Sigma Pharma,7896004789576,95.57,115.16,19.59
BIOLAB RX,Bivolet 5mg com 90 Comprimidos - Biolab,7896112406983,126.94,150.53,23.59
EUROFARMA RX,MELOCOX ODT 15MG C/10 COMP,7891317011598,41.36,45.95,4.59
SIGMA PHARMA RX,Brasart 160mg com 60 Comprimidos - Sigma Pharma,7894916517805,73.67,90.33,16.66
MAXINUTRI,Suplemento Alimentar Vitatoon Lucas Neto A-Z 15 Vitaminas e Minerais com 300 Gomas - MaxiNutri,7898593052253,42.9,42.9,0.0
MAXINUTRI,Suplemento Alimentar Vitatoon Lucas Neto com 30 Gomas - MaxiNutri,7898593052277,39.9,39.9,0.0
SIGMA PHARMA RX,"Lefor 2,5mg com 30 Comprimidos - Sigma Pharma",7896004789545,43.68,59.29,15.61
EUROFARMA RX,Voric 10mg com 20 Comprimidos Sublinguais - Eurofarma,7891317028831,55.8,66.45,10.65
MAXINUTRI,Suplemento Alimentar Vitatoon Lucas Neto Vitamica C e Zinco com 30 Gomas - MaxiNutri,7898593052260,39.9,39.9,0.0
MYRALIS,"Nasoar Lota 0,9% - 15 Envelopes",7898430194955,82.9,82.9,0.0
EMS,CORISTINA D CONGEST C/12 COMP,7896094930230,22.01,25.59,3.58
ASEPXIA,Novalgina 50mg Xarope com 100ml - Sanofi,7891058005566,39.2,45.58,6.38
ABBOTT RX,Zafolat Plus - 30 Cápsulas,7891158106620,75.49,75.49,0.0
BELFAR,Sulfato de Neomicina + Bacitracina Pomada com 10G - Belfar Genérico,7897917004985,6.58,9.28,2.7
EMS,Probiótico Tamarine Germina com 10 Frascos com 5ml,7896094929814,40.9,40.9,0.0
ABBOTT RX,Zafolat Plus com 90 Comprimidos - Abbott,7891158106637,173.9,173.9,0.0
FARMOQUIMICA,FLORATIL AT 250MG C/6 SACHES,7898040329600,42.99,49.99,7.0
ABBOTT RX,Lipidil 160mg com 90 comprimidos - Abbott,7891158105456,318.49,374.69,56.2
CIMED,"Lavitan Mass Sabor Chocolate - 2,560kg",7897947617100,104.99,104.99,0.0
MOMENTA,Assert 50mg com 60 comprimidos  - Momenta,7891317022839,116.33,143.7,27.37
GERMED GENERICO,"Cabergolina 0,5mg Genérico com 2 comprimidos - Germed Genérico",7896004747453,34.32,85.73,51.41
PHARLAB,Agil-C Laranja 45mg com 25 Gomas - Pharlab,7898216363841,4.74,9.99,5.25
EMS,Engov Camada Dupla com 12 Comprimidos - Hypera,7896094907294,14.94,16.6,1.66
CIMED,Paracetamol 750mg 20 comprimidos - Cimed Genérico,7896523201726,6.25,6.25,0.0
ACNASE,Florastor Pó Para Solução Oral - 6 Sachês,7896006222668,19.11,19.9,0.79
VITAFOR,Mega DHA com 60 Cápsulas - Vitafor,7898943044839,120.99,120.99,0.0
EUROFARMA GENERICO,Carisoprodol + Diclofenaco Sódico + Paracetamol + Cafeína com 15 Comprimidos - Eurofarma Genérico,7891317005917,8.94,15.94,7.0
TEUTO GENERICO,Desloratadina Xarope Genérico Teuto com 60ml - Teuto Genérico,7896112168331,22.67,28.21,5.54
GERMED GENERICO,"Cloridrato de Tramadol + Paracetamol 37,5 + 325mg com 10 Comprimidos - Germed Genérico",7896004748795,23.53,27.5,3.97
MASSIME,D Mássime 200UI com 20ml - Massime,7898722860667,19.17,22.9,3.73
PHARLAB,Agil-C Plus Laranja comn 40 Gomas - Pharlab,7898216363827,16.19,16.99,0.8
MASSIME,D Mássime 400UI com 10ml - Mássime,7898722860650,14.99,14.99,0.0
ASEPXIA,Dorflex Max com 4 Comprimidos - Sanofi,7891058005948,8.92,8.92,0.0
MEDQUIMICA GENERICO,Hemitartarato de Zolpidem 6.25mg com 30 Comprimidos - Medquímica Genérico,7896862920418,49.68,49.68,0.0
SIGMA PHARMA OTC,Colágeno Tipo Ii Condres Force com 90 Cápsulas - Sigma Pharma,7896004786834,330.9,330.9,0.0
ZODIAC ADIUM,Flexitrex com 60 Cápsulas - Adium,07908475806789,99.9,99.9,0.0
RANBAXY,Amoxicilina + Clavulanato de Potássio 500mg com 21 Comprimidos - Ranbaxy Genérico,7897076922908,64.2,149.61,85.41
LIBBS,Sumax 25mg com 6 Comprimidos - Libbs,7896094211445,32.91,36.57,3.66
LIBBS,Sumax 50mg com 6 Comprimidos - Libbs,7896094211452,58.37,64.86,6.49
PHILIPS AVENTE,Pack Mamadeira Anti Cólica 125ml + 260ml + Bico 4 Transparente,8720689013017,99.99,99.99,0.0
SIGMA PHARMA RX,"Linadib Duo 2,5mg + 850mg - 60 comprimidos",7896004787558,122.79,162.86,40.07
APSEN,Insit 25mg com 30 Cápsulas - Apsen,7896637029032,28.6,33.26,4.66
CIMED,Ressaliv Sabor Abacaxi - 10ml,7897947617490,1.69,1.69,0.0
UNIAO QUIMICA GENERICO,Cetoprofeno 50mg com 24 Cápsulas - União Química Genérico,7896006214991,17.44,34.63,17.19
OSORIO DE MORAES,Cloridrato de Propanolol 40mg com 30 Comprimidos - Osório de Moraes Genérico,7898089301049,3.4,4.94,1.54
GSK OTC,"Eno Probiótico 1,5g com 10 Cápsulas - GSK",7896009498817,46.71,59.9,13.19
UNIAO QUIMICA GENERICO,Valerato de Betametasona+Sulfato de Gentamicina+Tolnaftato+Clioquinol Creme 20g - União Química Genérico,7896006201182,19.65,24.59,4.94
CIMED,Sabonete Íntimo Dermafeme Calm - 100ml,7897947601437,28.34,28.34,0.0
CIMED,Suplemento Vitamínico Lavitan Sênior 50+ com 60 comprimidos - Cimed,7897947600928,34.9,34.9,0.0
CIMED,Milimetric Gel de Limpeza Bisnaga 100g - Cimed,7897947616806,26.9,26.9,0.0
GSK OTC,"Eno Probiótico 1,5g com 30 Cápsulas - GSK",7896009498800,82.17,82.17,0.0
SIGMA PHARMA RX,Linadib 5mg com 60 Ccomprimidos - Ems,7896004787534,220.05,291.6,71.55
TORRENT,"Olmecor Triplo 40mg+10mg+12,5mg com 30 Ccomprimidos - Torrent",8903855083421,128.36,161.98,33.62
TORRENT,"Olmecor Triplo 20mg+5mg+12,5mg com 30 Ccomprimidos - Torrent",8903855083391,109.46,135.98,26.52
MOMENTA,Motraz 50mg com 60 Comprimidos - Eurofarma,7899640809677,52.34,64.08,11.74
ZODIAC ADIUM,Condroflex 500mg + 400mg com 90 Cápsulas - Zodiac,7892953003022,161.41,197.51,36.1
MYRALIS,Unizinco Pré com 10ml - Myralis,7898430194702,23.39,25.99,2.6
GERMED GENERICO,"Cloridrato de Tramadol + Paracetamol 37, 5 +325mg com 30 Ccomprimidos - Germed Genérico",7896004787350,59.82,68.78,8.96
GUMMY,VITAMINA D  1000UI  30CAP,7891317026042,20.9,20.9,0.0
GUMMY,Perllate com 10 Comprimidos - Eurofarma,7891317018207,18.9,18.9,0.0
ASEPXIA,Dorflex Max com 8 Comprimidos - Sanofi,7891058003944,13.69,15.92,2.23
ASEPXIA,Dorflex Max com 16 Comprimidos - Sanofi,7891058003975,25.76,29.95,4.19
MOMENTA,Minilax Pediátrico com 1 Bisnaga - Momenta,7891317022174,7.39,7.39,0.0
GUMMY,"Ardro Gran Laranja 1,5g +1,2g Gran com 30 Sachês - Eurofarma",7891317025052,136.25,183.08,46.83
GUMMY,MAQ C/30 COMP,7891317005870,53.49,53.49,0.0
CIMED,Lavitan Luteína com 60 Cápsulas - Cimed,7897947600782,39.9,39.9,0.0
SIGMA PHARMA RX,Linadib 5mg com 30 Ccomprimidos - Ems,7896004787527,120.12,162.86,42.74
ABBOTT RX,Revoc 100mg - 30 comprimidos,7891158101687,199.9,239.68,39.78
AIRELA,CogMax Fos com 60 Cápsulas - Eurofarma,7891317020354,176.99,176.99,0.0
AIRELA,La Immunitá Frasco X com 150ml - Eurofarma,7891317030087,165.9,165.9,0.0
EUROFARMA RX,Lemont 10mg + 5mg com 7 Comprimidos - Eurofarma,7891317017514,51.48,61.74,10.26
EUROFARMA RX,Alta D 2.000UI com 30 Cápsulas - Eurofarma,7891317025984,41.06,47.74,6.68
CIMED,Figmed 200mg com 30 Cápsulas - Cimed,7896523201504,49.9,49.9,0.0
UNIAO QUIMICA GENOM,Lumier Aox - 30 Cápsulas,7896006218937,181.9,181.9,0.0
BESINS,"Androgel Testosterona 16,2mg/g Pump com 60 Acionamentos 88g - Besins",7898948648698,284.05,311.14,27.09
VITAMEDIC GENERICO,Cloridrato de Fexofenadina 6mg/ml Suspensão Oral com 60ml - Vitamedic Genérico,7898700410488,31.54,31.54,0.0
VITAMEDIC GENERICO,Cloridrato de Fexofenadina 6mg/ml Suspensão Oral 150ml - Vitamedic Genérico,7898700410471,73.82,73.82,0.0
CIMED,Dipirona Sódica 1g com 10 Comprimidos - Cimed Genérico,7896523201887,10.99,25.39,14.4
BIOLAB GENERICO,Clopidofrel 75mg com 30 Comprimidos - Biolab Genérico,7898146824450,20.25,54.31,34.06
EMS GENERICO,"Cloridrato de Tramadol + Paracetamol 37,5 + 325mg com 30 Comprimidos - EMS Genérico",7896004787343,61.93,68.78,6.85
EMS GENERICO,"Cloridrato de Tramadol + Paracetamol 37,5 + 325mg com 10 Comprimidos - EMS Genérico",7896004787329,27.02,27.5,0.48
EMS GENERICO,"Cloridrato de Tramadol + Paracetamol 37,5 + 325mg com 20 Comprimidos - EMS Genérico",7896004787336,37.71,50.44,12.73
